"logoPlanID","policyS3LogoMappingID","pbp","cmsContractNumber","carrier","account","group","displayPlanName","isDefaultLogo","validFrom","validTill","createdAt","createdBy","updatedAt","updatedBy","legacyLogoID","isDeleted","s3LogoMappingID","policyID","policyS3LogoID","createdAt-2","createdBy-2","updatedAt-2","updatedBy-2","policyS3LogoID-2","s3LogoName","s3LogoURL","createdAt-3","createdBy-3","updatedAt-3","updatedBy-3"
4089,345,"105","S5884",NULL,NULL,NULL,"Humana Health Plan",True,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4136,False,345,738,573,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,573,"humana.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/humana.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4091,345,"108","S5884",NULL,NULL,NULL,"Humana Health Plan",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4138,False,345,738,573,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,573,"humana.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/humana.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4093,345,"132","S5884",NULL,NULL,NULL,"Humana Health Plan",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4140,False,345,738,573,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,573,"humana.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/humana.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4095,345,"145","S5884",NULL,NULL,NULL,"Humana Health Plan",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4142,False,345,738,573,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,573,"humana.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/humana.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4097,345,"146","S5884",NULL,NULL,NULL,"Humana Health Plan",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4144,False,345,738,573,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,573,"humana.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/humana.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4099,346,"001","R3332",NULL,NULL,NULL,"BlueMedicare Regional PPO",True,"2013-01-01 05:00:00+00",NULL,"2013-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4146,False,346,740,126,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,126,"FloridaBlue.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/FloridaBlue.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4100,347,"002","S5540",NULL,NULL,NULL,"Blue Medicare Rx Standard",True,"2014-01-01 05:00:00+00",NULL,"2014-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4147,False,347,741,500,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,500,"S5540_All.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/S5540_All.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4101,347,"004","S5540",NULL,NULL,NULL,"Blue Medicare Rx Enhanced",False,"2014-01-01 05:00:00+00",NULL,"2014-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4148,False,347,741,500,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,500,"S5540_All.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/S5540_All.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4102,347,"801","S5540",NULL,NULL,NULL,"Blue Medicare Rx Enhanced (EGWP)",False,"2014-01-01 05:00:00+00",NULL,"2014-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4149,False,347,741,500,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,500,"S5540_All.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/S5540_All.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4103,348,"001","S5904",NULL,NULL,NULL,"BlueMedicare Rx (PDP)",True,"2013-01-01 05:00:00+00",NULL,"2013-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4150,False,348,742,126,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,126,"FloridaBlue.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/FloridaBlue.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4104,348,"002","S5904",NULL,NULL,NULL,"BlueMedicare Rx (PDP)",False,"2015-01-01 05:00:00+00",NULL,"2015-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4151,False,348,742,126,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,126,"FloridaBlue.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/FloridaBlue.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4105,348,"801","S5904",NULL,NULL,NULL,"BlueMedicare Group Rx (Employer PDP)",False,"2015-01-01 05:00:00+00",NULL,"2015-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4152,False,348,742,126,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,126,"FloridaBlue.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/FloridaBlue.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4118,354,"002","H0294",NULL,NULL,NULL,"UnitedHealthcare",True,"2015-01-01 05:00:00+00",NULL,"2015-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4165,False,354,761,539,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,539,"UHC_MB_Blue_all.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/UHC_MB_Blue_all.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4119,354,"004","H0294",NULL,NULL,NULL,"UnitedHealthcare",False,"2015-01-01 05:00:00+00",NULL,"2015-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4166,False,354,761,539,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,539,"UHC_MB_Blue_all.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/UHC_MB_Blue_all.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4120,354,"006","H6528",NULL,NULL,NULL,"UnitedHealthcare",False,"2015-01-01 05:00:00+00",NULL,"2015-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4167,False,354,761,539,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,539,"UHC_MB_Blue_all.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/UHC_MB_Blue_all.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4121,354,"008","R3444",NULL,NULL,NULL,"UnitedHealthcare",False,"2015-01-01 05:00:00+00",NULL,"2015-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4168,False,354,761,539,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,539,"UHC_MB_Blue_all.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/UHC_MB_Blue_all.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4122,354,"008","R6801",NULL,NULL,NULL,"UnitedHealthcare",False,"2015-01-01 05:00:00+00",NULL,"2015-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4169,False,354,761,539,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,539,"UHC_MB_Blue_all.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/UHC_MB_Blue_all.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4123,355,"008","R7444",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4170,False,355,761,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4124,354,"009","R3444",NULL,NULL,NULL,"UnitedHealthcare",False,"2015-01-01 05:00:00+00",NULL,"2015-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4171,False,354,761,539,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,539,"UHC_MB_Blue_all.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/UHC_MB_Blue_all.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4125,354,"009","R6801",NULL,NULL,NULL,"UnitedHealthcare",False,"2015-01-01 05:00:00+00",NULL,"2015-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4172,False,354,761,539,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,539,"UHC_MB_Blue_all.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/UHC_MB_Blue_all.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4126,355,"009","R7444",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4173,False,355,761,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4127,355,"010","R7444",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4174,False,355,761,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4128,354,"011","R3444",NULL,NULL,NULL,"UnitedHealthcare",False,"2015-01-01 05:00:00+00",NULL,"2015-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4175,False,354,761,539,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,539,"UHC_MB_Blue_all.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/UHC_MB_Blue_all.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4129,354,"011","R6801",NULL,NULL,NULL,"UnitedHealthcare",False,"2015-01-01 05:00:00+00",NULL,"2015-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4176,False,354,761,539,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,539,"UHC_MB_Blue_all.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/UHC_MB_Blue_all.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4130,355,"011","R7444",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4177,False,355,761,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4131,354,"012","R3444",NULL,NULL,NULL,"UnitedHealthcare",False,"2015-01-01 05:00:00+00",NULL,"2015-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4178,False,354,761,539,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,539,"UHC_MB_Blue_all.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/UHC_MB_Blue_all.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4132,354,"012","R6801",NULL,NULL,NULL,"UnitedHealthcare",False,"2015-01-01 05:00:00+00",NULL,"2015-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4179,False,354,761,539,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,539,"UHC_MB_Blue_all.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/UHC_MB_Blue_all.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4135,358,"002","H2931",NULL,NULL,NULL,"Senior Dimensions",True,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4182,False,358,763,430,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,430,"Logo_SD_NoLines_Color_040317.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_SD_NoLines_Color_040317.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4138,358,"004","H2931",NULL,NULL,NULL,"Senior Dimensions",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4185,False,358,763,430,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,430,"Logo_SD_NoLines_Color_040317.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_SD_NoLines_Color_040317.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4151,371,"001","H2802",NULL,NULL,NULL,"UnitedHealthcare",True,"2015-01-01 05:00:00+00",NULL,"2015-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4198,False,371,810,539,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,539,"UHC_MB_Blue_all.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/UHC_MB_Blue_all.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4152,371,"001","R7444",NULL,NULL,NULL,"UnitedHealthcare",False,"2015-01-01 05:00:00+00",NULL,"2015-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4199,False,371,810,539,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,539,"UHC_MB_Blue_all.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/UHC_MB_Blue_all.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4153,372,"003","R7444",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4200,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4154,372,"007","H2802",NULL,NULL,NULL,"UnitedHealthcare",False,"2016-01-01 05:00:00+00",NULL,"2016-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4201,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4155,372,"008","R7444",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4202,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4156,372,"009","R7444",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4203,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4157,372,"010","H2802",NULL,NULL,NULL,"UnitedHealthcare",False,"2016-01-01 05:00:00+00",NULL,"2016-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4204,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4158,372,"010","R7444",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4205,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4159,372,"011","R7444",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4206,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4160,372,"012","H2802",NULL,NULL,NULL,"UnitedHealthcare",False,"2016-01-01 05:00:00+00",NULL,"2016-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4207,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4161,373,"012","R7444",NULL,NULL,NULL,"UnitedHealthcare Community Plan",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4208,False,373,810,434,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,434,"Logo_UHC-CP_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC-CP_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4162,373,"013","R7444",NULL,NULL,NULL,"UnitedHealthcare Community Plan",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4209,False,373,810,434,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,434,"Logo_UHC-CP_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC-CP_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4163,372,"024","H2802",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4210,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4164,372,"025","H2802",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4211,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4165,372,"028","H2802",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4212,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4166,372,"029","H2802",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4213,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4167,372,"032","H2802",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4214,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4168,372,"033","H2802",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4215,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4169,372,"034","H2802",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4216,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4170,372,"035","H2802",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4217,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4171,372,"036","H2802",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4218,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4172,372,"037","H2802",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4219,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
4173,372,"041","H2802",NULL,NULL,NULL,"UnitedHealthcare",False,"2017-01-01 05:00:00+00",NULL,"2017-01-01 00:00:00+00",NULL,"2021-10-02 01:21:06.839742+00",NULL,4220,False,372,810,435,"2021-09-07 13:32:50.66768+00",NULL,"2021-09-07 13:32:50.66768+00",NULL,435,"Logo_UHC_Color.jpg","https://cc-policy-config-logos-prod.s3.amazonaws.com/Logo_UHC_Color.jpg","2021-09-07 13:23:10.115392+00",NULL,"2021-09-07 13:23:10.115392+00",NULL
