"policyID","policyName","policyTypeID","IsMedicarePolicy","createdAt","createdBy","updatedAt","updatedBy","contractID"
2523,"RCS - Church and Scott Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,644
2397,"RCS - BROULIMS PHARMACY #1",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,518
2572,"RCS - CORNER PHARMACY INC., BROOKLYN",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,693
2618,"RCS - DANS DRUG #8",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,739
2466,"RCS - CareSouth Pharmacy 2, BATON ROUGE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,587
2190,"RCS - Afton Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,311
2252,"RCS - ARACOMA DRUG COMPANY, CHAPMANVILLE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,373
2373,"RCS - BOOM Pharmacy, BRONX",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,494
2323,"RCS - Beggs Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,444
2555,"RCS - COMMUNITY CARE PHARMACY - TAFT",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,676
2636,"RCS - DeBlieck`s Pharmacy, North Haledon",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,757
2447,"RCS - CANYON VIEW PHARMACY, GRAND JUNCTION",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,568
2630,"RCS - Davis Pharmacy, East Millinocket",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,751
2430,"RCS - Cambridge Health Alliance Outpatient Pharmacy Malden, MALDEN",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,551
2293,"RCS - BAPTIST HEALTH RICHMOND PROFES, RICHMOND",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,414
2452,"RCS - CAPITOL DRUGS, WEST HOLLYWOOD",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,573
2599,"RCS - Cresco Family Pharmacy South",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,720
2614,"RCS - DANIELS PHARMACY #1, MCALLEN",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,735
2564,"RCS - COMMUNITY PHARMACY AT SAINT JO, LEXINGTON",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,685
2585,"RCS - Credena Health Pharmacy, EVERETT",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,706
2550,"RCS - COLONIAL HEALTH PHARMACY, NEWARK",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,671
2485,"RCS - CBK Pharmacy LLC",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,606
2391,"RCS - BROAD STREET PHARMACY - CHESANING",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,512
2475,"RCS - CARLETON DRUGS, CARLETON",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,596
2395,"RCS - BRODHEAD PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,516
2613,"RCS - Daniel Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,734
2285,"RCS - BAEDERWOOD PHARMACY, JENKINTOWN",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,406
2215,"RCS - AMERI MEX PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,336
2402,"RCS - Broulim's Pharmacy #5",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,523
2214,"RCS - Amelia Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,335
2259,"RCS - ARCARE PHARMACY 11",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,380
2355,"RCS - Bilgin Inc dba Center Pharmacy II",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,476
2591,"RCS - Credena Health Pharmacy, Sacred Heart",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,712
2181,"RCS - ACE DRUGS, NEWBURGH",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,302
2659,"RCS - DOUBLE G PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,780
2229,"RCS - Andrews Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,350
2392,"RCS - BROADWAY PHARMACY III INC, NEW YORK",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,513
2301,"RCS - BARNABAS HEALTH RETAIL PHCY, JCMC",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,422
2380,"RCS - Boyd Medicine Store, BOYD",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,501
2233,"RCS - ANNISTON QUALITY HLTHCARE, ANNISTON",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,354
2238,"RCS - Apex Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,359
2418,"RCS - Burnham Drugs #1",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,539
2512,"RCS - CHC Pharmacy SLO",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,633
2525,"RCS - Cienega Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,646
2616,"RCS - DANNYS PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,737
2450,"RCS - Capital Pharmacy and Medical Equipment",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,571
2642,"RCS - Deris Pharmacy Inc dba Bell Boulevard Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,763
2640,"RCS - Depot Drug",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,761
2603,"RCS - CRYSTAL CITY PHARMACY, LLC",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,724
2565,"RCS - COMMUNITY PHARMACY, CHICAGO",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,686
2253,"RCS - Arcare dba Pharmacy 106",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,374
2547,"RCS - Colburns Northport Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,668
2286,"RCS - BALLS FOUR B CORP",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,407
2372,"RCS - BOLTONS PHARMACY INC, WATERTOWN",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,493
2277,"RCS - AVALON PHARMACY INC., NEW YORK",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,398
2425,"RCS - Bynum Drug Inc",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,546
2483,"RCS - CBC PHARMACY DURHAM, DURHAM",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,604
2251,"RCS - Apteka",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,372
2221,"RCS - ANDEE PLAZA PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,342
2278,"RCS - AVITA ONTARIO PHARMACY, MANSFIELD",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,399
2178,"RCS - A&W Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,299
2604,"RCS - Cumberland Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,725
2519,"RCS - CHN SPECIALTY PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,640
2267,"RCS - Aspirus Keweenaw Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,388
2524,"RCS - CHURCH HILL DRUG STORE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,645
2661,"RCS - Douglas-Main Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,782
2283,"RCS - BABIS PHARMACY, MERION",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,404
2575,"RCS - Crary Drug, TEMPERANCE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,696
2205,"RCS - ALPHA PEOPLES DRUGS",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,326
2566,"RCS - COMMUNITY PHARMACY, CLARION",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,687
2548,"RCS - Colfax Drug Company LLC",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,669
2291,"RCS - Baptist Health Madisonville Outpatient Pharmacy, MADISONVILLE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,412
2424,"RCS - Byard Mercer Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,545
2346,"RCS - BESTCARE PHARMACY SPRINGER LLC, SPRINGER",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,467
2454,"RCS - CARDINAL HLTH WELLNESS CTR PHY, DUBLIN",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,575
2262,"RCS - ARcare Pharmacy 84",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,383
2595,"RCS - Credena Health Pharmacy, Tanasbourne",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,716
2472,"RCS - Carilion New River Valley",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,593
2401,"RCS - Broulim's Pharmacy #4",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,522
2537,"RCS - CLARX HUB CITY PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,658
2521,"RCS - CHOICE CRITICAL CARE RX LLC",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,642
2540,"RCS - Clinic Pharmacy Dickinson",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,661
2338,"RCS - BEST BUY DRUGS, ALBUQUERQUE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,459
2316,"RCS - BB Myrtle Pharmacy Corp ( LTC)",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,437
2304,"RCS - BARONS DRUG STORE, WESTFIELD",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,425
2361,"RCS - BLACKSTONE VALLEY CHC INC",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,482
2312,"RCS - BAYARD L.C. PHARMACY CORP., NEW YORK",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,433
2245,"RCS - Apple Pharmacy #5",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,366
2445,"RCS - Canovanas Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,566
2218,"RCS - AMERICAS PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,339
2199,"RCS - Allen Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,320
2166,"RCS - 90-15 Roosevelt Avenue Corp dba Mi Farmacia",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,287
2577,"RCS - CRAWFORD PHARMACY, SAN ANTONIO",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,698
2258,"RCS - ARCARE PHARMACY 103",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,379
2538,"RCS - Clendenin Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,659
2647,"RCS - DIAMOND PHARMACY SERVICES, READING",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,768
2592,"RCS - Credena Health Pharmacy, St. Joseph",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,713
2292,"RCS - Baptist Health Paducah Pharmacy & Wellness Center",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,413
2609,"RCS - CUSTOM RX PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,730
2657,"RCS - Dong Nai Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,778
2173,"RCS - 986 Specialty Pharmacy Pasaden, PASADENA",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,294
2650,"RCS - Dillwyn Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,771
2568,"RCS - Complete Rx Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,689
2531,"RCS - City Rexall",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,652
2294,"RCS - BAPTIST HLTH OP PHARM WAC ST, CORBIN",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,415
2539,"RCS - Clinic Ole Pharmacy, NAPA",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,660
2631,"RCS - DAWSONS PHARMACY, GOOCHLAND",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,752
2273,"RCS - AUTREY PHARMACY 3, BROWNSVILLE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,394
2478,"RCS - Caro Drugs",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,599
2448,"RCS - CAPE FEAR DISCOUNT DRUG, FAYETTEVILLE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,569
2622,"RCS - DAVES PHARMACY - MARYSVILLE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,743
2522,"RCS - CHOICE ONE PHARMACY, BRONX",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,643
2486,"RCS - CECIL COMMUNITY PHARMACY, CONOWINGO",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,607
2648,"RCS - Dianas pharmacy, GLENDALE",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,769
2422,"RCS - BURNHAM DRUGS LLC",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,543
2653,"RCS - DJ Garden Valley Pharmacy, Inc, Garden Valley - #8427",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,774
2256,"RCS - ARcare Pharmacy 07",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,377
2351,"RCS - Big C Drugs",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,472
2581,"RCS - Credena Health Pharmacy, Anchorage",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,702
2329,"RCS - Bellwood Drugs",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,450
2239,"RCS - Apnar Pharmacy & Supermarket, WEST PALM BEACH",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,360
2356,"RCS - BILLINGS CLINIC ATRIUM PHARMACY, Billings",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,477
2533,"RCS - Claremore Compounding Center",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,654
2275,"RCS - Autrey Pharmacy dba Brownsville Pharmacy I",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,396
2516,"RCS - Cheng Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,637
2597,"RCS - Creekside Pharmacy (MSI # 1969)",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,718
2272,"RCS - ATLAS DRUG, NORTH BERGEN",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,393
2177,"RCS - A PLUS PHARMACY, PHILADELPHIA",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,298
2608,"RCS - CURRY PHARMACY, CLINTON",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,729
2605,"RCS - CURENTA",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,726
2586,"RCS - Credena Health Pharmacy, Lakeshore",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,707
2185,"RCS - Adams Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,306
2240,"RCS - Apothecare LLC dba Ross Drugs",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,361
2567,"RCS - Compare Quality Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,688
2394,"RCS - BROADWAY PHARMACY, NEW YORK",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,515
2299,"RCS - Barnabas Health Retail Pharmacy, NBI",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,420
2558,"RCS - COMMUNITY HEALTH CENTER PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,679
2590,"RCS - Credena Health Pharmacy, PPMC Plaza",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,711
2310,"RCS - Bay Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,431
2645,"RCS - Diamond Drugs",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,766
2174,"RCS - A & M Pharmacy and Surgical Supplies",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,295
2390,"RCS - Bright Aid Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,511
2649,"RCS - DICKS PHARMACY",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,770
2249,"RCS - Apple Pharmacy #9",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,370
2463,"RCS - Care+ Pharmacy",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,584
2511,"RCS - CHC Pharmacy Paso Robles, PASO ROBLES",9,False,"2023-11-30 04:18:55.264499+00",NULL,"2023-11-30 04:18:55.264499+00",NULL,632
2815,"RCS - FARMACIA PERPETUO SOCORRO, MOCA",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,936
3122,"RCS - KAJU PHARMACY, GARDEN GROVE",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1243
2803,"RCS - FARMACIA LISYAI 2",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,924
3157,"RCS - La Jolla Discount",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1278
3111,"RCS - John C. Marion Pharmacy",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1232
2877,"RCS - Frankford Health Pharmacy, Philadelphia",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,998
2885,"RCS - FRYS PRESCRIPTION PHCY",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1006
3086,"RCS - Ivira Pharmacy--Market Street",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1207
3093,"RCS - J&J PHARMACY, CAVE SPRING",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1214
3115,"RCS - Jolin Pharmacy",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1236
2982,"RCS - HEALTH FIRST PHARMACY",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1103
3160,"RCS - LAFFITA PHARMACY, INC, MIAMI",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1281
2751,"RCS - Family Drug Mart #2",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,872
2761,"RCS - Family Pharmacy #399, Columbus",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,882
2772,"RCS - FARMACIA BIENESTAR, VEGA BAJA",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,893
3140,"RCS - KIM PHARMACY, GARDEN GROVE",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1261
2919,"RCS - GLENDALE WEST PHARMACY - GLENDALE",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1040
3041,"RCS - HOMETOWN SUPERMARKETS, LLC, OLD TOWN",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1162
2804,"RCS - FARMACIA LISYAI INC.",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,925
2811,"RCS - Farmacia Morell, CAMUY",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,932
2986,"RCS - HEALTH SERVICE PHARMACY UNI OF, MISSOULA",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1107
2727,"RCS - EXCEL RX PHARMACY, LATHRUP VILLAGE",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,848
3026,"RCS - HOLBROOK DRUG, MOREHEAD",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1147
2960,"RCS - HARBOR COMPOUNDING and HOME HEALTH, COSTA MESA",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1081
2707,"RCS - Elsberry Pharmacy",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,828
2796,"RCS - FARMACIA JARDINES TOA ALTA, TOA ALTA",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,917
3126,"RCS - Katz Drugs, Brooklyn",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1247
2765,"RCS - FAMILY PHARMACY OF LITTLEVILLE, RUSSELLVILLE",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,886
2926,"RCS - GOOD NEIGHBORS FAMILY PHARMACY, WESTLAND",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1047
3109,"RCS - Joe's Pharmacy",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1230
3040,"RCS - HOMETOWN PHARMACY, RUSSELLVILLE",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1161
3121,"RCS - JUNCTION BLVD PHARMACY",9,False,"2023-11-30 04:33:03.31376+00",NULL,"2023-11-30 04:33:03.31376+00",NULL,1242
